,irrigation_scheduling_method_standardized,plant_yield_kg_per_hectare,latitude_decimal_degrees,longitude_decimal_degrees,altitude_numeric,plant_type_standardized_to_10,soil_type_standardized,water_productivity_kg_per_m^3,doi_url,processed_at,relevance_score
3616,Specialized Irrigation Delivery,10401.2751864,46.2831,-119.4425,226.0,Vines,loamy sands,9028141.32774825,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3617,Specialized Irrigation Delivery,10401.2751864,46.2831,-119.4425,226.0,Vines,loamy sands,15249905.08688925,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3624,Conventional/Fixed Scheduling,12791.3085,38.7053213,-1.4492231,820.0,Vines,loamy sands,7.13,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 05:15:05,9.0
3625,Conventional/Fixed Scheduling,19323.0405,38.7053213,-1.4492231,820.0,Vines,loamy sands,6.77,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 05:15:05,9.0
3626,Conventional/Fixed Scheduling,17145.796499999997,38.7053213,-1.4492231,820.0,Vines,loamy sands,6.05,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 05:15:05,9.0
3627,Conventional/Fixed Scheduling,17508.6705,38.7053213,-1.4492231,820.0,Vines,loamy sands,6.17,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 05:15:05,9.0
3628,Conventional/Fixed Scheduling,15966.456,38.7053213,-1.4492231,820.0,Vines,loamy sands,5.61,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 05:15:05,9.0
3629,Conventional/Fixed Scheduling,16510.767,38.7053213,-1.4492231,820.0,Vines,loamy sands,5.98,https://doi.org/10.1007/s00271-022-00795-x,2025-09-12 05:15:05,9.0
3630,Conventional/Fixed Scheduling,2231.6751,38.4871699,106.2266569,1100.0,Hay,coarse sands,26.69,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3631,Conventional/Fixed Scheduling,2231.6751,38.4871699,106.2266569,1100.0,Hay,coarse sands,11.02,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3632,Conventional/Fixed Scheduling,2440.32765,38.4871699,106.2266569,1100.0,Hay,coarse sands,26.69,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3633,Conventional/Fixed Scheduling,2440.32765,38.4871699,106.2266569,1100.0,Hay,coarse sands,11.02,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3634,Conventional/Fixed Scheduling,2549.18985,38.4871699,106.2266569,1100.0,Hay,coarse sands,26.69,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3635,Conventional/Fixed Scheduling,2549.18985,38.4871699,106.2266569,1100.0,Hay,coarse sands,11.02,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3636,Conventional/Fixed Scheduling,1995.807,38.4871699,106.2266569,1100.0,Hay,coarse sands,26.69,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3637,Conventional/Fixed Scheduling,1995.807,38.4871699,106.2266569,1100.0,Hay,coarse sands,11.02,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3638,Conventional/Fixed Scheduling,3265.866,38.4871699,106.2266569,1100.0,Hay,coarse sands,26.04,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3639,Conventional/Fixed Scheduling,3265.866,38.4871699,106.2266569,1100.0,Hay,coarse sands,11.02,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3640,Conventional/Fixed Scheduling,3891.82365,38.4871699,106.2266569,1100.0,Hay,coarse sands,26.04,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3641,Conventional/Fixed Scheduling,3891.82365,38.4871699,106.2266569,1100.0,Hay,coarse sands,11.02,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3642,Conventional/Fixed Scheduling,3093.50085,38.4871699,106.2266569,1100.0,Hay,coarse sands,26.04,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3643,Conventional/Fixed Scheduling,3093.50085,38.4871699,106.2266569,1100.0,Hay,coarse sands,11.02,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3644,Conventional/Fixed Scheduling,2558.2617,38.4871699,106.2266569,1100.0,Hay,coarse sands,26.04,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3645,Conventional/Fixed Scheduling,2558.2617,38.4871699,106.2266569,1100.0,Hay,coarse sands,11.02,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3646,Evapotranspiration-Based,3401.94375,38.4871699,106.2266569,1100.0,Hay,coarse sands,26.69,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3647,Evapotranspiration-Based,3401.94375,38.4871699,106.2266569,1100.0,Hay,coarse sands,11.02,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3648,Evapotranspiration-Based,3556.1652,38.4871699,106.2266569,1100.0,Hay,coarse sands,26.69,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3649,Evapotranspiration-Based,3556.1652,38.4871699,106.2266569,1100.0,Hay,coarse sands,11.02,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3650,Evapotranspiration-Based,3175.1475,38.4871699,106.2266569,1100.0,Hay,coarse sands,26.69,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3651,Evapotranspiration-Based,3175.1475,38.4871699,106.2266569,1100.0,Hay,coarse sands,11.02,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3652,Evapotranspiration-Based,1787.1544499999998,38.4871699,106.2266569,1100.0,Hay,coarse sands,26.69,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3653,Evapotranspiration-Based,1787.1544499999998,38.4871699,106.2266569,1100.0,Hay,coarse sands,11.02,https://doi.org/10.1016/j.agwat.2020.106440,2025-11-25 00:03:28,8.0
3661,Deficit/Partial Irrigation,19260.0,30.90015,75.85229,250.0,Vines,clay,11.3,https://doi.org/10.1081/PLN-200052635,2025-11-25 10:56:06,9.0
3662,Deficit/Partial Irrigation,17130.0,30.90015,75.85229,250.0,Vines,clay,13.42,https://doi.org/10.1081/PLN-200052635,2025-11-25 10:56:06,9.0
3663,Deficit/Partial Irrigation,19260.0,30.90015,75.85229,250.0,Vines,clay,11.3,https://doi.org/10.1081/PLN-200052635,2025-11-25 10:56:06,9.0
3664,Deficit/Partial Irrigation,17130.0,30.90015,75.85229,250.0,Vines,clay,13.42,https://doi.org/10.1081/PLN-200052635,2025-11-25 10:56:06,9.0
3665,Specialized Irrigation Delivery,9145.9488708,46.24969,-119.477799,159.0,Vines,loamy sands,4147842.506094,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3666,Specialized Irrigation Delivery,9145.9488708,46.24969,-119.477799,159.0,Vines,loamy sands,6995369.305912499,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3667,Specialized Irrigation Delivery,9145.9488708,46.24969,-119.477799,159.0,Vines,loamy sands,13085455.5251775,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3668,Specialized Irrigation Delivery,7621.624059,46.24969,-119.477799,159.0,Vines,loamy sands,4147842.506094,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3669,Specialized Irrigation Delivery,7621.624059,46.24969,-119.477799,159.0,Vines,loamy sands,6995369.305912499,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3670,Specialized Irrigation Delivery,7128.460149300001,46.24969,-119.477799,159.0,Vines,loamy sands,4147842.506094,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3671,Specialized Irrigation Delivery,7128.460149300001,46.24969,-119.477799,159.0,Vines,loamy sands,6995369.305912499,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3672,Specialized Irrigation Delivery,7128.460149300001,46.24969,-119.477799,159.0,Vines,loamy sands,13085455.5251775,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3673,Specialized Irrigation Delivery,11253.103757699995,46.24969,-119.477799,159.0,Vines,loamy sands,4921448.0528655,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3674,Specialized Irrigation Delivery,11253.103757699995,46.24969,-119.477799,159.0,Vines,loamy sands,8015870.239951499,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3675,Specialized Irrigation Delivery,11253.103757699995,46.24969,-119.477799,159.0,Vines,loamy sands,12591664.7506425,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3676,Specialized Irrigation Delivery,9392.53082565,46.24969,-119.477799,159.0,Vines,loamy sands,4921448.0528655,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3677,Specialized Irrigation Delivery,9392.53082565,46.24969,-119.477799,159.0,Vines,loamy sands,8015870.239951499,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3678,Specialized Irrigation Delivery,9392.53082565,46.24969,-119.477799,159.0,Vines,loamy sands,12591664.7506425,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3679,Specialized Irrigation Delivery,7890.6225552,46.24969,-119.477799,159.0,Vines,loamy sands,4921448.0528655,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3680,Specialized Irrigation Delivery,7890.6225552,46.24969,-119.477799,159.0,Vines,loamy sands,8015870.239951499,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3681,Specialized Irrigation Delivery,7890.6225552,46.24969,-119.477799,159.0,Vines,loamy sands,12591664.7506425,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3682,Specialized Irrigation Delivery,9930.52781805,46.24969,-119.477799,159.0,Vines,loamy sands,4929677.89910775,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3683,Specialized Irrigation Delivery,9930.52781805,46.24969,-119.477799,159.0,Vines,loamy sands,9028141.32774825,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3684,Specialized Irrigation Delivery,9930.52781805,46.24969,-119.477799,159.0,Vines,loamy sands,15249905.08688925,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3685,Specialized Irrigation Delivery,9101.1157881,46.24969,-119.477799,159.0,Vines,loamy sands,4929677.89910775,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3686,Specialized Irrigation Delivery,9101.1157881,46.24969,-119.477799,159.0,Vines,loamy sands,9028141.32774825,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3687,Specialized Irrigation Delivery,9101.1157881,46.24969,-119.477799,159.0,Vines,loamy sands,15249905.08688925,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3688,Specialized Irrigation Delivery,7890.6225552,46.24969,-119.477799,159.0,Vines,loamy sands,4929677.89910775,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3689,Specialized Irrigation Delivery,7890.6225552,46.24969,-119.477799,159.0,Vines,loamy sands,9028141.32774825,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
3690,Specialized Irrigation Delivery,7890.6225552,46.24969,-119.477799,159.0,Vines,loamy sands,15249905.08688925,https://doi.org/10.3390/rs9090961,2025-11-25 16:44:56,9.0
